timestamp,elapsed_sec,ear,mar,perclos,pitch,fusion_score,blink_count,status,phone_detected
2026-07-30 15:02:20,8.05,0.2976,0.2257,0.0,175.98,0.0,0,NORMAL,False
2026-07-30 15:02:20,8.1,0.3034,0.2356,0.0,174.08,0.0,0,NORMAL,False
2026-07-30 15:02:20,8.15,0.2976,0.2254,0.0,174.73,0.0,0,NORMAL,False
2026-07-30 15:02:20,8.3,0.3335,0.2398,0.0,176.32,0.0,0,NORMAL,False
2026-07-30 15:02:20,8.33,0.3065,0.2673,0.0,176.19,0.0,0,NORMAL,False
2026-07-30 15:02:20,8.38,0.3109,0.2015,0.0,175.75,0.0,0,NORMAL,False
2026-07-30 15:02:20,8.5,0.2565,0.2149,0.0,175.38,0.0,0,NORMAL,False
2026-07-30 15:02:20,8.55,0.2483,0.2096,0.0,172.23,0.0,0,NORMAL,False
2026-07-30 15:02:20,8.6,0.2476,0.2562,0.0,173.16,0.0,0,NORMAL,False
2026-07-30 15:02:21,8.7,0.2338,0.2114,0.0,173.23,0.0,0,NORMAL,False
2026-07-30 15:02:21,8.9,0.2676,0.2037,0.0,172.73,0.0,0,NORMAL,False
2026-07-30 15:02:21,8.95,0.3397,0.1747,0.0,174.59,0.0,0,NORMAL,False
2026-07-30 15:02:21,9.07,0.3286,0.0804,0.0,174.79,0.0,0,NORMAL,False
2026-07-30 15:02:21,9.11,0.3423,0.0788,0.0,176.16,0.0,0,NORMAL,False
2026-07-30 15:02:21,9.15,0.3451,0.0807,0.0,175.79,0.0,0,NORMAL,False
2026-07-30 15:02:21,9.24,0.3225,0.0833,0.0,175.03,0.0,0,NORMAL,False
2026-07-30 15:02:21,9.28,0.345,0.0682,0.0,175.75,0.0,0,NORMAL,False
2026-07-30 15:02:21,9.32,0.3421,0.0027,0.0,175.87,0.0,0,NORMAL,False
2026-07-30 15:02:21,9.4,0.3102,0.0042,0.0,174.37,0.0,0,NORMAL,False
2026-07-30 15:02:21,9.45,0.3156,0.0102,0.0,174.01,0.0,0,NORMAL,False
2026-07-30 15:02:21,9.58,0.288,0.0059,0.0,174.05,0.0,0,NORMAL,False
2026-07-30 15:02:21,9.72,0.2793,0.0036,0.0,173.99,0.0,0,NORMAL,False
2026-07-30 15:02:21,9.77,0.2933,0.003,0.0,174.0,0.0,0,NORMAL,False
2026-07-30 15:02:21,9.82,0.2843,0.0042,0.0,174.79,0.0,0,NORMAL,False
2026-07-30 15:02:22,9.95,0.325,0.0029,0.0,177.13,0.0,0,NORMAL,False
2026-07-30 15:02:22,10.0,0.3254,0.0042,0.0,177.01,0.0,0,NORMAL,False
2026-07-30 15:02:22,10.05,0.3345,0.0108,0.0,177.07,0.0,0,NORMAL,False
2026-07-30 15:02:22,10.19,0.3219,0.0075,0.0,176.21,0.0,0,NORMAL,False
2026-07-30 15:02:22,10.24,0.3258,0.0048,0.0,176.42,0.0,0,NORMAL,False
2026-07-30 15:02:22,10.29,0.3152,0.0546,0.0,176.67,0.0,0,NORMAL,False
2026-07-30 15:02:22,10.53,0.0162,0.0115,3.23,175.7,0.036,0,NORMAL,False
2026-07-30 15:02:22,10.59,0.0217,0.04,6.25,175.63,0.072,0,NORMAL,False
2026-07-30 15:02:22,10.62,0.0195,0.1002,9.09,175.58,0.107,0,NORMAL,False
2026-07-30 15:02:22,10.74,0.0347,0.1706,11.76,174.73,0.142,0,NORMAL,False
2026-07-30 15:02:22,10.78,0.0527,0.1839,14.29,174.98,0.176,0,NORMAL,False
2026-07-30 15:02:23,10.85,0.049,0.1948,16.67,173.35,0.21,0,NORMAL,False
2026-07-30 15:02:23,10.97,0.053,0.2441,18.92,176.22,0.243,0,NORMAL,False
2026-07-30 15:02:23,11.02,0.058,0.235,21.05,175.71,0.276,0,NORMAL,False
2026-07-30 15:02:23,11.07,0.044,0.2422,23.08,178.1,0.309,0,NORMAL,False
