timestamp,elapsed_sec,ear,mar,perclos,pitch,fusion_score,severity,blink_count,phone_detected
2026-07-30 21:31:13,5.14,0.2167,1.0587,20.78,168.9,0.162,NORMAL,2,False
2026-07-30 21:31:13,5.17,0.222,1.0515,20.51,169.01,0.162,NORMAL,2,False
2026-07-30 21:31:13,5.23,0.2112,1.0809,20.25,170.83,0.161,NORMAL,2,False
2026-07-30 21:31:13,5.27,0.2066,1.0786,20.0,169.97,0.16,NORMAL,2,False
2026-07-30 21:31:13,5.35,0.2035,0.9368,19.75,168.38,0.159,NORMAL,2,False
2026-07-30 21:31:13,5.41,0.1962,0.5824,19.51,167.38,0.059,NORMAL,2,False
2026-07-30 21:31:14,5.45,0.1963,0.5733,19.28,167.8,0.058,NORMAL,2,False
2026-07-30 21:31:14,5.49,0.1892,0.6217,20.24,167.28,0.187,NORMAL,2,False
2026-07-30 21:31:14,5.53,0.1946,0.3444,20.0,166.31,0.06,NORMAL,2,False
2026-07-30 21:31:14,5.56,0.212,0.3403,19.77,164.59,0.059,NORMAL,2,False
2026-07-30 21:31:14,5.6,0.191,0.2417,20.69,164.63,0.089,NORMAL,2,False
2026-07-30 21:31:14,5.69,0.1986,0.2316,20.45,163.9,0.061,NORMAL,2,False
2026-07-30 21:31:14,5.72,0.193,0.2155,20.22,163.51,0.061,NORMAL,2,False
2026-07-30 21:31:14,5.76,0.1939,0.2142,20.0,163.29,0.06,NORMAL,2,False
2026-07-30 21:31:14,5.88,0.1926,0.3521,19.78,163.79,0.059,NORMAL,2,False
2026-07-30 21:31:14,5.91,0.1865,0.3395,20.65,163.52,0.089,NORMAL,2,False
2026-07-30 21:31:14,5.94,0.188,0.3272,21.51,163.71,0.118,NORMAL,2,False
2026-07-30 21:31:14,6.01,0.2032,0.3106,21.28,164.82,0.064,NORMAL,3,False
2026-07-30 21:31:14,6.04,0.2046,0.3264,21.05,164.54,0.063,NORMAL,3,False
2026-07-30 21:31:14,6.07,0.2029,0.3174,20.83,164.58,0.063,NORMAL,3,False
2026-07-30 21:31:14,6.12,0.2009,0.3148,20.62,165.77,0.062,NORMAL,3,False
2026-07-30 21:31:14,6.16,0.2052,0.3166,20.41,165.28,0.061,NORMAL,3,False
2026-07-30 21:31:14,6.19,0.203,0.3197,20.2,165.53,0.061,NORMAL,3,False
2026-07-30 21:31:14,6.24,0.2089,0.3643,20.0,166.08,0.06,NORMAL,3,False
2026-07-30 21:31:14,6.32,0.209,0.6109,19.8,166.24,0.159,NORMAL,3,False
2026-07-30 21:31:14,6.35,0.2139,0.571,19.61,165.89,0.059,NORMAL,3,False
2026-07-30 21:31:14,6.42,0.2175,0.8989,19.42,166.08,0.158,NORMAL,3,False
2026-07-30 21:31:15,6.45,0.2118,0.9339,19.23,167.07,0.158,NORMAL,3,False
2026-07-30 21:31:15,6.49,0.2075,1.0694,19.05,167.89,0.157,NORMAL,3,False
2026-07-30 21:31:15,6.59,0.2048,1.0125,18.87,167.82,0.157,NORMAL,3,False
2026-07-30 21:31:15,6.62,0.2155,1.0025,18.69,167.83,0.156,NORMAL,3,False
2026-07-30 21:31:15,6.7,0.208,0.9852,18.52,166.53,0.156,NORMAL,3,False
2026-07-30 21:31:15,6.74,0.2112,0.9783,18.35,166.02,0.155,NORMAL,3,False
2026-07-30 21:31:15,6.77,0.21,0.9754,18.18,165.92,0.155,NORMAL,3,False
2026-07-30 21:31:15,6.84,0.2101,0.8956,18.02,166.99,0.154,NORMAL,3,False
2026-07-30 21:31:15,6.9,0.2054,0.8477,17.86,167.79,0.154,NORMAL,3,False
2026-07-30 21:31:15,6.93,0.2063,0.8809,17.7,167.89,0.153,NORMAL,3,False
2026-07-30 21:31:15,6.96,0.2064,0.8876,17.54,167.79,0.153,NORMAL,3,False
2026-07-30 21:31:15,7.02,0.2044,0.6952,17.39,167.67,0.152,NORMAL,3,False
2026-07-30 21:31:15,7.05,0.2044,0.6812,17.24,167.92,0.152,NORMAL,3,False
2026-07-30 21:31:15,7.08,0.1855,0.3961,17.95,166.57,0.081,NORMAL,3,False
2026-07-30 21:31:15,7.13,0.2,0.4306,17.8,166.11,0.053,NORMAL,3,False
2026-07-30 21:31:15,7.16,0.198,0.4148,17.65,165.05,0.053,NORMAL,3,False
2026-07-30 21:31:15,7.2,0.1968,0.2072,17.5,163.61,0.052,NORMAL,3,False
2026-07-30 21:31:15,7.29,0.1897,0.2147,18.18,163.63,0.081,NORMAL,3,False
2026-07-30 21:31:15,7.33,0.1901,0.211,18.85,163.4,0.11,NORMAL,3,False
2026-07-30 21:31:15,7.35,0.19,0.2131,19.51,163.33,0.139,NORMAL,3,False
2026-07-30 21:31:15,7.42,0.1988,0.216,19.35,164.37,0.058,NORMAL,4,False
2026-07-30 21:31:16,7.45,0.2008,0.2202,19.2,164.22,0.058,NORMAL,4,False
2026-07-30 21:31:16,7.49,0.1942,0.2186,19.05,163.67,0.057,NORMAL,4,False
2026-07-30 21:31:16,7.54,0.1954,0.2209,18.9,163.76,0.057,NORMAL,4,False
2026-07-30 21:31:16,7.57,0.1948,0.2202,18.75,163.82,0.056,NORMAL,4,False
2026-07-30 21:31:16,7.61,0.1948,0.2378,18.6,163.53,0.056,NORMAL,4,False
2026-07-30 21:31:16,7.65,0.1974,0.2481,18.46,163.53,0.055,NORMAL,4,False
2026-07-30 21:31:16,7.73,0.1937,0.2478,18.32,164.93,0.055,NORMAL,4,False
2026-07-30 21:31:16,7.76,0.2014,0.2359,18.18,165.43,0.055,NORMAL,4,False
2026-07-30 21:31:16,7.83,0.1937,0.2679,18.05,165.86,0.054,NORMAL,4,False
2026-07-30 21:31:16,7.87,0.1973,0.2508,17.91,165.87,0.054,NORMAL,4,False
2026-07-30 21:31:16,7.9,0.1989,0.2296,17.78,166.0,0.053,NORMAL,4,False
2026-07-30 21:31:16,7.96,0.1983,0.2331,17.65,165.51,0.053,NORMAL,4,False
2026-07-30 21:31:16,8.0,0.2056,0.2304,17.52,165.65,0.053,NORMAL,4,False
2026-07-30 21:31:16,8.08,0.1947,0.2389,17.39,166.31,0.052,NORMAL,4,False
2026-07-30 21:31:16,8.16,0.1978,0.2347,17.27,166.6,0.052,NORMAL,4,False
2026-07-30 21:31:16,8.2,0.209,0.1843,17.14,166.31,0.051,NORMAL,4,False
2026-07-30 21:31:16,8.28,0.2047,0.0936,17.02,165.92,0.051,NORMAL,4,False
2026-07-30 21:31:16,8.35,0.2044,0.0696,16.9,166.54,0.051,NORMAL,4,False
2026-07-30 21:31:16,8.39,0.2016,0.0034,16.78,167.2,0.05,NORMAL,4,False
2026-07-30 21:31:17,8.47,0.1983,0.146,16.67,164.95,0.05,NORMAL,4,False
2026-07-30 21:31:17,8.55,0.2003,0.1471,16.55,165.22,0.05,NORMAL,4,False
2026-07-30 21:31:17,8.59,0.1927,0.3339,16.44,166.19,0.049,NORMAL,4,False
2026-07-30 21:31:17,8.68,0.2075,0.7277,16.33,163.82,0.149,NORMAL,4,False
2026-07-30 21:31:17,8.73,0.2115,0.7019,16.22,164.7,0.149,NORMAL,4,False
2026-07-30 21:31:17,8.76,0.2104,0.6765,16.11,165.3,0.148,NORMAL,4,False
2026-07-30 21:31:17,8.79,0.2091,0.9054,16.0,166.92,0.148,NORMAL,4,False
2026-07-30 21:31:17,8.88,0.2116,1.0794,15.89,168.25,0.148,NORMAL,4,False
2026-07-30 21:31:17,8.92,0.211,1.0475,15.79,168.52,0.147,NORMAL,4,False
2026-07-30 21:31:17,8.97,0.2086,1.0403,15.69,168.59,0.147,NORMAL,4,False
2026-07-30 21:31:17,9.03,0.2116,1.0247,15.58,168.94,0.147,NORMAL,4,False
2026-07-30 21:31:17,9.06,0.21,1.0301,15.48,168.97,0.146,NORMAL,4,False
2026-07-30 21:31:17,9.09,0.1987,0.9266,15.38,168.72,0.146,NORMAL,4,False
2026-07-30 21:31:17,9.13,0.2047,0.9438,15.29,168.14,0.146,NORMAL,4,False
2026-07-30 21:31:17,9.15,0.2054,0.9314,15.19,168.42,0.146,NORMAL,4,False
2026-07-30 21:31:17,9.18,0.2006,0.5347,15.09,169.07,0.045,NORMAL,4,False
2026-07-30 21:31:17,9.23,0.1996,0.5186,15.0,168.79,0.045,NORMAL,4,False
2026-07-30 21:31:17,9.3,0.2006,0.3251,14.91,166.9,0.045,NORMAL,4,False
2026-07-30 21:31:17,9.37,0.2013,0.2155,14.81,166.22,0.044,NORMAL,4,False
2026-07-30 21:31:17,9.42,0.1935,0.2102,14.72,165.59,0.044,NORMAL,4,False
2026-07-30 21:31:18,9.45,0.1955,0.2217,14.63,165.36,0.044,NORMAL,4,False
2026-07-30 21:31:18,9.64,0.1884,0.2287,15.15,164.07,0.072,NORMAL,4,False
2026-07-30 21:31:18,9.68,0.2013,0.0043,15.06,165.74,0.045,NORMAL,4,False
2026-07-30 21:31:18,9.72,0.1999,0.0039,14.97,165.81,0.045,NORMAL,4,False
2026-07-30 21:31:18,9.77,0.2028,0.0024,14.88,165.37,0.045,NORMAL,4,False
2026-07-30 21:31:18,9.81,0.2046,0.0031,14.79,165.21,0.044,NORMAL,4,False
2026-07-30 21:31:18,9.84,0.2063,0.003,14.71,165.27,0.044,NORMAL,4,False
2026-07-30 21:31:18,9.91,0.2015,0.0046,14.62,164.82,0.044,NORMAL,4,False
2026-07-30 21:31:18,9.96,0.2059,0.0035,14.53,165.71,0.044,NORMAL,4,False
2026-07-30 21:31:18,10.0,0.205,0.0026,14.45,165.68,0.043,NORMAL,4,False
2026-07-30 21:31:18,10.07,0.1946,0.002,14.37,164.96,0.043,NORMAL,4,False
2026-07-30 21:31:18,10.12,0.1922,0.0021,14.29,165.03,0.043,NORMAL,4,False
2026-07-30 21:31:18,10.15,0.1929,0.0021,14.2,164.93,0.043,NORMAL,4,False
2026-07-30 21:31:18,10.19,0.2065,0.0043,14.12,165.67,0.042,NORMAL,4,False
2026-07-30 21:31:18,10.23,0.202,0.0045,14.04,165.49,0.042,NORMAL,4,False
2026-07-30 21:31:18,10.26,0.2048,0.0045,13.97,165.58,0.042,NORMAL,4,False
2026-07-30 21:31:18,10.29,0.2085,0.3043,13.89,164.09,0.042,NORMAL,4,False
2026-07-30 21:31:18,10.38,0.2207,0.8685,13.81,164.05,0.141,NORMAL,4,False
2026-07-30 21:31:18,10.42,0.2243,0.8061,13.74,164.47,0.141,NORMAL,4,False
2026-07-30 21:31:19,10.46,0.2122,1.0298,13.66,167.35,0.141,NORMAL,4,False
2026-07-30 21:31:19,10.52,0.2106,1.073,13.59,167.83,0.141,NORMAL,4,False
2026-07-30 21:31:19,10.56,0.2095,1.1219,13.51,168.27,0.141,NORMAL,4,False
2026-07-30 21:31:19,10.59,0.2147,1.1942,13.44,169.26,0.14,NORMAL,4,False
2026-07-30 21:31:19,10.64,0.2195,1.2163,13.37,169.61,0.14,NORMAL,4,False
2026-07-30 21:31:19,10.67,0.2124,1.11,13.3,169.4,0.14,NORMAL,4,False
2026-07-30 21:31:19,10.76,0.2048,0.8916,13.23,167.03,0.14,NORMAL,4,False
2026-07-30 21:31:19,10.8,0.2048,0.7852,13.16,166.54,0.139,NORMAL,4,False
2026-07-30 21:31:19,10.87,0.2011,0.2319,13.09,166.03,0.039,NORMAL,4,False
2026-07-30 21:31:19,10.97,0.2011,0.0003,13.02,165.56,0.039,NORMAL,4,False
2026-07-30 21:31:19,11.03,0.2086,0.0043,12.95,163.64,0.039,NORMAL,4,False
2026-07-30 21:31:19,11.06,0.2149,0.0018,12.89,164.15,0.039,NORMAL,4,False
2026-07-30 21:31:19,11.09,0.1995,0.0033,12.82,164.14,0.038,NORMAL,4,False
2026-07-30 21:31:19,11.14,0.1967,0.0031,12.76,164.06,0.038,NORMAL,4,False
2026-07-30 21:31:19,11.17,0.2183,0.0018,12.69,165.08,0.038,NORMAL,4,False
2026-07-30 21:31:19,11.26,0.2014,0.0047,12.63,164.5,0.038,NORMAL,4,False
2026-07-30 21:31:19,11.3,0.2035,0.0042,12.56,164.6,0.038,NORMAL,4,False
2026-07-30 21:31:19,11.34,0.2028,0.0047,12.5,164.36,0.037,NORMAL,4,False
2026-07-30 21:31:19,11.43,0.1987,0.0033,12.44,164.83,0.037,NORMAL,4,False
2026-07-30 21:31:20,11.52,0.2106,0.0041,12.38,165.44,0.037,NORMAL,4,False
2026-07-30 21:31:20,11.56,0.2108,0.0041,12.32,165.34,0.037,NORMAL,4,False
2026-07-30 21:31:20,11.61,0.2027,0.2343,12.25,162.87,0.037,NORMAL,4,False
2026-07-30 21:31:20,11.73,0.2108,0.9711,12.2,163.04,0.137,NORMAL,4,False
2026-07-30 21:31:20,11.77,0.2124,0.8349,12.14,164.79,0.136,NORMAL,4,False
2026-07-30 21:31:20,11.81,0.205,1.0405,12.08,166.41,0.136,NORMAL,4,False
2026-07-30 21:31:20,11.93,0.2118,1.1375,12.02,167.65,0.136,NORMAL,4,False
2026-07-30 21:31:20,12.0,0.2084,1.2092,11.96,168.93,0.136,NORMAL,4,False
2026-07-30 21:31:20,12.06,0.1988,1.1871,11.9,168.44,0.136,NORMAL,4,False
2026-07-30 21:31:20,12.21,0.2036,1.2347,11.85,168.66,0.136,NORMAL,4,False
2026-07-30 21:31:20,12.25,0.2026,1.2349,11.79,168.68,0.135,NORMAL,4,False
2026-07-30 21:31:20,12.32,0.2186,1.1326,11.74,169.37,0.135,NORMAL,4,False
2026-07-30 21:31:20,12.39,0.2115,1.2808,11.68,169.98,0.135,NORMAL,4,False
2026-07-30 21:31:20,12.42,0.213,1.2544,11.63,169.06,0.135,NORMAL,4,False
2026-07-30 21:31:21,12.46,0.2006,1.216,11.57,171.24,0.135,NORMAL,4,False
2026-07-30 21:31:21,12.51,0.2081,1.2135,11.52,171.34,0.135,NORMAL,4,False
2026-07-30 21:31:21,12.54,0.2072,1.2174,11.47,171.34,0.134,NORMAL,4,False
2026-07-30 21:31:21,12.57,0.1947,1.1378,11.42,169.6,0.134,NORMAL,4,False
2026-07-30 21:31:21,12.62,0.1967,1.1522,11.36,170.76,0.134,NORMAL,4,False
2026-07-30 21:31:21,12.7,0.1326,1.1302,11.76,169.93,0.162,NORMAL,4,False
2026-07-30 21:31:21,12.73,0.1242,1.1336,12.16,-178.69,0.2,NORMAL,4,False
2026-07-30 21:31:21,12.79,0.1298,1.1217,12.56,169.99,0.218,NORMAL,4,False
2026-07-30 21:31:21,12.91,0.1239,0.9317,12.95,168.04,0.246,NORMAL,4,False
2026-07-30 21:31:21,12.94,0.1187,0.9651,13.33,166.73,0.273,NORMAL,4,False
2026-07-30 21:31:21,12.97,0.1171,1.052,13.72,164.4,0.301,MILD FATIGUE,4,False
2026-07-30 21:31:21,13.0,0.1093,1.0235,14.1,165.09,0.329,MILD FATIGUE,4,False
2026-07-30 21:31:21,13.12,0.1937,1.0837,14.04,165.78,0.142,NORMAL,5,False
2026-07-30 21:31:21,13.18,0.1054,0.9433,14.41,166.47,0.17,NORMAL,5,False
2026-07-30 21:31:21,13.24,0.102,0.9783,14.78,165.88,0.198,NORMAL,5,False
2026-07-30 21:31:21,13.33,0.1022,0.8904,15.15,165.25,0.225,NORMAL,5,False
2026-07-30 21:31:21,13.41,0.0825,1.0538,15.52,164.01,0.253,NORMAL,5,False
2026-07-30 21:31:22,13.46,0.1489,1.11,15.88,169.78,0.281,NORMAL,5,False
2026-07-30 21:31:22,13.5,0.1466,1.1239,16.24,167.76,0.309,MILD FATIGUE,5,False
2026-07-30 21:31:22,13.56,0.1934,1.13,16.17,167.84,0.149,NORMAL,6,False
2026-07-30 21:31:22,13.64,0.1918,1.1505,16.53,167.74,0.176,NORMAL,6,False
2026-07-30 21:31:22,13.67,0.191,1.1539,16.88,167.94,0.204,NORMAL,6,False
2026-07-30 21:31:22,13.73,0.1972,1.1487,16.81,167.91,0.15,NORMAL,7,False
2026-07-30 21:31:22,13.91,0.1982,1.1449,16.74,168.41,0.15,NORMAL,7,False
2026-07-30 21:31:22,13.94,0.1886,1.1795,17.08,166.74,0.178,NORMAL,7,False
2026-07-30 21:31:22,14.03,0.1781,1.1957,17.43,167.4,0.206,NORMAL,7,False
2026-07-30 21:31:22,14.21,0.1954,1.1147,17.36,166.95,0.152,NORMAL,8,False
2026-07-30 21:31:22,14.23,0.0264,1.0298,17.7,164.59,0.18,NORMAL,8,False
2026-07-30 21:31:22,14.28,0.0262,1.0619,18.03,165.68,0.207,NORMAL,8,False
2026-07-30 21:31:23,14.5,0.0301,0.9778,18.37,166.55,0.235,NORMAL,8,False
2026-07-30 21:31:23,14.53,0.0434,0.9487,18.7,165.39,0.263,NORMAL,8,False
2026-07-30 21:31:23,14.58,0.0457,0.95,19.03,167.49,0.29,NORMAL,8,False
2026-07-30 21:31:23,14.81,0.0298,0.8807,19.35,166.07,0.318,MILD FATIGUE,8,False
2026-07-30 21:31:23,14.84,0.0293,0.8931,19.68,166.14,0.346,MILD FATIGUE,8,False
2026-07-30 21:31:23,14.89,0.0299,0.8537,20.0,165.87,0.373,MILD FATIGUE,8,False
2026-07-30 21:31:23,14.99,0.0377,0.9142,20.32,167.06,0.401,MILD FATIGUE,8,False
2026-07-30 21:31:23,15.02,0.0351,0.9495,20.63,167.16,0.429,MILD FATIGUE,8,False
2026-07-30 21:31:23,15.08,0.0332,0.9429,20.95,166.16,0.456,MILD FATIGUE,8,False
2026-07-30 21:31:23,15.13,0.0235,0.9875,21.26,167.29,0.484,MILD FATIGUE,8,False
2026-07-30 21:31:23,15.17,0.0286,0.9545,21.57,167.13,0.511,DROWSY,8,False
2026-07-30 21:31:23,15.23,0.0281,0.9845,21.88,167.27,0.539,DROWSY,8,False
2026-07-30 21:31:23,15.27,0.0327,0.9812,22.18,166.84,0.567,DROWSY,8,False
2026-07-30 21:31:23,15.3,0.0366,0.9662,22.48,166.4,0.567,DROWSY,8,False
2026-07-30 21:31:23,15.36,0.0282,0.831,22.78,167.62,0.568,DROWSY,8,False
2026-07-30 21:31:24,15.43,0.0337,0.8479,23.08,166.0,0.569,DROWSY,8,False
2026-07-30 21:31:24,15.5,0.0308,0.8411,23.37,165.36,0.57,DROWSY,8,False
2026-07-30 21:31:24,15.57,0.0357,0.8488,23.66,166.24,0.571,DROWSY,8,False
2026-07-30 21:31:24,15.63,0.0553,0.8558,23.95,166.89,0.572,DROWSY,8,False
2026-07-30 21:31:24,15.67,0.0553,0.8245,24.24,166.93,0.573,DROWSY,8,False
2026-07-30 21:31:24,15.72,0.0532,0.8452,24.53,167.23,0.574,DROWSY,8,False
2026-07-30 21:31:24,15.77,0.2011,0.922,24.44,168.14,0.173,NORMAL,9,False
2026-07-30 21:31:24,15.8,0.1991,0.9204,24.34,167.37,0.173,NORMAL,9,False
2026-07-30 21:31:24,15.85,0.2027,0.6801,24.25,166.0,0.173,NORMAL,9,False
2026-07-30 21:31:24,15.93,0.1953,0.3522,24.16,165.05,0.072,NORMAL,9,False
2026-07-30 21:31:24,15.97,0.198,0.3526,24.07,165.58,0.072,NORMAL,9,False
2026-07-30 21:31:24,16.07,0.1758,0.1965,24.35,164.51,0.1,NORMAL,9,False
2026-07-30 21:31:24,16.12,0.1753,0.118,24.63,163.66,0.127,NORMAL,9,False
2026-07-30 21:31:24,16.16,0.1756,0.0979,24.91,162.6,0.155,NORMAL,9,False
2026-07-30 21:31:24,16.23,0.1774,0.0446,25.18,164.09,0.182,NORMAL,9,False
2026-07-30 21:31:24,16.27,0.1685,0.0607,25.45,163.46,0.21,NORMAL,9,False
2026-07-30 21:31:24,16.3,0.1677,0.0594,25.72,163.7,0.237,NORMAL,9,False
2026-07-30 21:31:24,16.34,0.1686,0.0065,25.99,164.67,0.265,NORMAL,9,False
2026-07-30 21:31:24,16.42,0.167,0.001,26.26,165.29,0.292,NORMAL,9,False
2026-07-30 21:31:25,16.46,0.1703,0.0029,26.52,163.37,0.32,MILD FATIGUE,9,False
2026-07-30 21:31:25,16.5,0.1708,0.0029,26.79,163.48,0.347,MILD FATIGUE,9,False
2026-07-30 21:31:25,16.57,0.1822,0.0023,27.05,166.06,0.374,MILD FATIGUE,9,False
2026-07-30 21:31:25,16.6,0.195,0.0025,26.95,165.77,0.081,NORMAL,10,False
