timestamp,elapsed_sec,ear,mar,perclos,pitch,fusion_score,severity,blink_count,phone_detected,ground_truth
2026-08-19 09:14:17,8.04,0.1601,0.4127,100.0,166.63,0.3,MILD FATIGUE,5,False,0
2026-08-19 09:14:17,8.09,0.1708,0.347,100.0,166.29,0.339,MILD FATIGUE,5,False,0
2026-08-19 09:14:17,8.14,0.1851,0.3411,66.67,167.35,0.2,NORMAL,6,False,0
2026-08-19 09:14:18,8.19,0.2256,0.3323,50.0,167.37,0.15,NORMAL,6,False,0
2026-08-19 09:14:18,8.24,0.2407,0.3069,40.0,167.25,0.12,NORMAL,6,False,0
2026-08-19 09:14:18,8.33,0.3032,0.3208,33.33,165.69,0.1,NORMAL,6,False,0
2026-08-19 09:14:18,8.37,0.3129,0.4939,28.57,167.61,0.086,NORMAL,6,False,0
2026-08-19 09:14:18,8.42,0.325,0.4705,25.0,168.84,0.075,NORMAL,6,False,0
2026-08-19 09:14:18,8.47,0.3414,0.3979,22.22,167.75,0.067,NORMAL,6,False,0
2026-08-19 09:14:18,8.51,0.3324,0.4154,20.0,167.34,0.06,NORMAL,6,False,0
2026-08-19 09:14:18,8.63,0.3281,0.4963,18.18,169.45,0.055,NORMAL,6,False,0
2026-08-19 09:14:18,8.67,0.3319,0.4188,16.67,168.71,0.05,NORMAL,6,False,0
2026-08-19 09:14:18,8.72,0.3225,0.4795,15.38,169.03,0.046,NORMAL,6,False,0
2026-08-19 09:14:18,8.76,0.3217,0.4885,14.29,169.3,0.043,NORMAL,6,False,0
2026-08-19 09:14:18,8.81,0.3085,0.0774,13.33,173.57,0.04,NORMAL,6,False,0
2026-08-19 09:14:18,8.93,0.3155,0.1429,12.5,174.34,0.037,NORMAL,6,False,0
2026-08-19 09:14:18,8.98,0.3188,0.4587,11.76,167.7,0.035,NORMAL,6,False,0
2026-08-19 09:14:18,9.03,0.3253,0.3651,11.11,168.33,0.033,NORMAL,6,False,0
2026-08-19 09:14:18,9.08,0.3116,0.3602,10.53,168.79,0.032,NORMAL,6,False,0
2026-08-19 09:14:18,9.12,0.3159,0.2265,10.0,175.28,0.03,NORMAL,6,False,0
2026-08-19 09:14:19,9.28,0.3185,0.2652,9.52,167.79,0.029,NORMAL,6,False,0
2026-08-19 09:14:19,9.33,0.3128,0.3134,9.09,169.35,0.027,NORMAL,6,False,0
2026-08-19 09:14:19,9.37,0.3188,0.3968,8.7,169.23,0.026,NORMAL,6,False,0
2026-08-19 09:14:19,9.41,0.3149,0.3444,8.33,168.24,0.025,NORMAL,6,False,0
2026-08-19 09:14:19,9.45,0.3249,0.379,8.0,168.32,0.024,NORMAL,6,False,0
2026-08-19 09:14:19,9.56,0.3285,0.3342,7.69,168.37,0.023,NORMAL,6,False,0
2026-08-19 09:14:19,9.61,0.3038,0.4012,7.41,169.99,0.022,NORMAL,6,False,0
2026-08-19 09:14:19,9.65,0.3236,0.3882,7.14,169.04,0.021,NORMAL,6,False,0
2026-08-19 09:14:19,9.7,0.3317,0.4311,6.9,169.56,0.021,NORMAL,6,False,0
2026-08-19 09:14:19,9.75,0.3257,0.3962,6.67,168.69,0.02,NORMAL,6,False,0
2026-08-19 09:14:19,9.88,0.3081,0.3886,6.45,170.3,0.019,NORMAL,6,False,0
2026-08-19 09:14:19,9.92,0.3232,0.5069,6.25,168.9,0.019,NORMAL,6,False,0
2026-08-19 09:14:19,9.97,0.3267,0.4417,6.06,169.62,0.018,NORMAL,6,False,0
2026-08-19 09:14:19,10.0,0.3341,0.4431,5.88,169.23,0.018,NORMAL,6,False,0
2026-08-19 09:14:19,10.04,0.3179,0.4117,5.71,169.62,0.017,NORMAL,6,False,0
2026-08-19 09:14:19,10.15,0.3184,0.4433,5.56,170.42,0.017,NORMAL,6,False,0
2026-08-19 09:14:20,10.18,0.3214,0.4403,5.41,170.06,0.016,NORMAL,6,False,0
2026-08-19 09:14:20,10.21,0.3252,0.4548,5.26,169.9,0.016,NORMAL,6,False,0
2026-08-19 09:14:20,10.25,0.3114,0.387,5.13,168.83,0.015,NORMAL,6,False,0
2026-08-19 09:14:20,10.29,0.3156,0.4311,5.0,169.66,0.015,NORMAL,6,False,0
2026-08-19 09:14:20,10.41,0.2168,0.3593,4.88,170.44,0.015,NORMAL,6,False,0
2026-08-19 09:14:20,10.47,0.2138,0.3336,4.76,171.33,0.014,NORMAL,6,False,0
2026-08-19 09:14:20,10.5,0.2273,0.351,4.65,171.09,0.014,NORMAL,6,False,0
2026-08-19 09:14:20,10.53,0.2366,0.3737,4.55,172.19,0.014,NORMAL,6,False,0
2026-08-19 09:14:20,10.58,0.2353,0.3587,4.44,171.9,0.013,NORMAL,6,False,0
2026-08-19 09:14:20,10.69,0.2464,0.3559,4.35,170.86,0.013,NORMAL,6,False,0
2026-08-19 09:14:20,10.74,0.2588,0.3259,4.26,173.42,0.013,NORMAL,6,False,0
2026-08-19 09:14:20,10.78,0.2718,0.3129,4.17,174.55,0.012,NORMAL,6,False,0
2026-08-19 09:14:20,10.81,0.2702,0.2912,4.08,173.73,0.012,NORMAL,6,False,0
2026-08-19 09:14:20,10.84,0.2792,0.2828,4.0,172.84,0.012,NORMAL,6,False,0
2026-08-19 09:14:20,10.93,0.2667,0.2228,3.92,169.53,0.012,NORMAL,6,False,0
2026-08-19 09:14:20,10.97,0.2731,0.2247,3.85,170.65,0.012,NORMAL,6,False,0
2026-08-19 09:14:20,11.01,0.2485,0.2086,3.77,170.7,0.011,NORMAL,6,False,0
2026-08-19 09:14:20,11.06,0.25,0.2288,3.7,170.54,0.011,NORMAL,6,False,0
2026-08-19 09:14:20,11.11,0.2558,0.2596,3.64,170.07,0.011,NORMAL,6,False,0
2026-08-19 09:14:21,11.23,0.244,0.1972,3.57,169.47,0.011,NORMAL,6,False,0
2026-08-19 09:14:21,11.27,0.255,0.255,3.51,170.1,0.011,NORMAL,6,False,0
2026-08-19 09:14:21,11.3,0.2424,0.2277,3.45,173.17,0.01,NORMAL,6,False,0
2026-08-19 09:14:21,11.33,0.2669,0.2166,3.39,176.75,0.01,NORMAL,6,False,0
2026-08-19 09:14:21,11.37,0.2686,0.2457,3.33,-179.55,0.01,NORMAL,6,False,0
2026-08-19 09:14:21,11.5,0.2749,0.1601,3.28,-173.33,0.046,NORMAL,6,False,0
2026-08-19 09:14:21,11.54,0.2944,0.1232,3.23,-171.82,0.057,NORMAL,6,False,0
2026-08-19 09:14:21,11.58,0.3228,0.1464,3.17,-172.54,0.067,NORMAL,6,False,0
2026-08-19 09:14:21,11.62,0.3003,0.09,3.12,-172.23,0.08,NORMAL,6,False,0
2026-08-19 09:14:21,11.67,0.3123,0.1893,3.08,-170.82,0.093,NORMAL,6,False,0
2026-08-19 09:14:21,11.77,0.3023,0.1215,3.03,-171.14,0.123,NORMAL,6,False,0
2026-08-19 09:14:21,11.81,0.298,0.149,2.99,-170.39,0.133,NORMAL,6,False,0
2026-08-19 09:14:21,11.84,0.2901,0.1298,2.94,-171.62,0.143,NORMAL,6,False,0
2026-08-19 09:14:21,11.88,0.2965,0.1565,2.9,-172.59,0.154,NORMAL,6,False,0
2026-08-19 09:14:21,11.92,0.3011,0.1741,2.86,-170.17,0.163,NORMAL,6,False,0
2026-08-19 09:14:21,12.03,0.2841,0.1728,2.82,-171.0,0.195,NORMAL,6,False,0
2026-08-19 09:14:21,12.07,0.2893,0.1734,2.78,-171.87,0.208,NORMAL,6,False,0
2026-08-19 09:14:21,12.11,0.2914,0.195,2.74,-172.67,0.208,NORMAL,6,False,0
2026-08-19 09:14:21,12.15,0.2843,0.1602,2.7,-172.59,0.208,NORMAL,6,False,0
2026-08-19 09:14:22,12.18,0.2859,0.1971,2.67,-171.92,0.208,NORMAL,6,False,0
