timestamp,elapsed_sec,ear,mar,perclos,pitch,fusion_score,severity,blink_count,phone_detected,ground_truth
2026-08-11 09:59:28,1.26,0.1969,0.297,100.0,173.82,0.3,MILD FATIGUE,0,False,0
2026-08-11 09:59:29,1.5,0.2082,0.1423,100.0,167.74,0.489,MILD FATIGUE,0,False,0
2026-08-11 09:59:29,1.59,0.2459,0.2073,66.67,168.2,0.2,NORMAL,1,False,0
2026-08-11 09:59:29,1.82,0.1796,0.0765,75.0,166.11,0.225,NORMAL,1,False,0
2026-08-11 09:59:29,1.87,0.2011,0.1485,80.0,169.29,0.28,NORMAL,1,False,0
2026-08-11 09:59:29,2.1,0.2133,0.3133,66.67,169.63,0.2,NORMAL,2,False,0
2026-08-11 09:59:29,2.18,0.2264,0.2902,57.14,169.42,0.171,NORMAL,2,False,0
2026-08-11 09:59:29,2.26,0.2079,0.2059,62.5,168.72,0.188,NORMAL,2,False,0
2026-08-11 09:59:29,2.32,0.2036,0.2389,66.67,168.62,0.254,NORMAL,2,False,0
2026-08-11 09:59:30,2.39,0.2087,0.2385,70.0,167.91,0.321,MILD FATIGUE,2,False,0
2026-08-11 09:59:30,2.92,0.2145,0.1891,63.64,173.53,0.191,NORMAL,3,False,0
2026-08-11 09:59:30,2.97,0.216,0.0591,58.33,176.95,0.175,NORMAL,3,False,0
2026-08-11 09:59:30,3.04,0.2008,0.0647,61.54,175.66,0.185,NORMAL,3,False,0
2026-08-11 09:59:30,3.1,0.193,0.0534,64.29,177.55,0.242,NORMAL,3,False,0
2026-08-11 09:59:30,3.16,0.1912,0.0419,66.67,178.03,0.297,NORMAL,3,False,0
2026-08-11 09:59:31,3.38,0.2002,0.0776,68.75,-176.38,0.476,MILD FATIGUE,3,False,0
2026-08-11 09:59:31,3.44,0.2505,0.0753,64.71,-177.96,0.21,NORMAL,4,False,0
2026-08-11 09:59:31,3.49,0.2377,0.0593,61.11,179.09,0.183,NORMAL,4,False,0
2026-08-11 09:59:31,3.55,0.2384,0.06,57.89,-179.57,0.174,NORMAL,4,False,0
2026-08-11 09:59:31,3.61,0.2493,0.046,55.0,-178.43,0.181,NORMAL,4,False,0
2026-08-11 09:59:31,4.02,0.2522,0.0403,52.38,-177.74,0.29,NORMAL,4,False,0
2026-08-11 09:59:31,4.07,0.2272,0.0352,50.0,-178.32,0.298,NORMAL,4,False,0
2026-08-11 09:59:31,4.13,0.2043,0.0653,52.17,174.42,0.157,NORMAL,4,False,0
2026-08-11 09:59:31,4.19,0.1732,0.038,54.17,175.15,0.212,NORMAL,4,False,0
