timestamp,elapsed_sec,ear,mar,perclos,pitch,fusion_score,blink_count,status,phone_detected
2026-07-30 14:44:09,8.07,0.2621,0.0142,0.0,-158.15,0.01,0,NORMAL,False
2026-07-30 14:44:09,8.11,0.2742,0.0524,0.0,-159.0,0.02,0,NORMAL,False
2026-07-30 14:44:09,8.14,0.2631,0.0481,0.0,-155.33,0.03,0,NORMAL,False
2026-07-30 14:44:09,8.22,0.2599,0.004,0.0,-160.89,0.04,0,NORMAL,False
2026-07-30 14:44:09,8.26,0.2747,0.01,0.0,-158.21,0.05,0,NORMAL,False
2026-07-30 14:44:09,8.31,0.259,0.0063,0.0,-160.23,0.06,0,NORMAL,False
2026-07-30 14:44:09,8.39,0.2669,0.0041,0.0,-161.74,0.07,0,NORMAL,False
2026-07-30 14:44:09,8.44,0.2739,0.0063,0.0,-161.94,0.08,0,NORMAL,False
2026-07-30 14:44:09,8.48,0.2691,0.0014,0.0,-159.82,0.09,0,NORMAL,False
2026-07-30 14:44:10,8.57,0.2657,0.0032,0.0,-163.08,0.1,0,NORMAL,False
2026-07-30 14:44:10,8.79,0.2625,0.0466,0.0,-155.43,0.11,0,NORMAL,False
2026-07-30 14:44:10,8.85,0.2632,0.0689,0.0,-157.76,0.12,0,NORMAL,False
2026-07-30 14:44:10,9.01,0.257,0.0009,0.0,-160.05,0.13,0,NORMAL,False
2026-07-30 14:44:10,9.07,0.2569,0.0081,0.0,-158.53,0.14,0,NORMAL,False
2026-07-30 14:44:10,9.11,0.275,0.0402,0.0,-155.14,0.15,0,NORMAL,False
2026-07-30 14:44:10,9.26,0.2477,0.0023,0.0,-156.79,0.16,0,NORMAL,False
2026-07-30 14:44:10,9.31,0.2465,0.0017,0.0,-155.58,0.17,0,NORMAL,False
2026-07-30 14:44:10,9.36,0.2442,0.0056,0.0,-154.75,0.18,0,NORMAL,False
2026-07-30 14:44:10,9.49,0.2625,0.0034,0.0,-159.26,0.19,0,NORMAL,False
2026-07-30 14:44:11,9.54,0.2784,0.0172,0.0,-157.78,0.2,0,NORMAL,False
2026-07-30 14:44:11,9.69,0.2609,0.0611,0.0,-163.27,0.2,0,NORMAL,False
2026-07-30 14:44:11,9.85,0.2401,0.1344,0.0,-163.16,0.2,0,NORMAL,False
2026-07-30 14:44:11,9.91,0.2528,0.034,0.0,-160.46,0.2,0,NORMAL,False
2026-07-30 14:44:11,9.95,0.2118,0.01,0.0,-167.37,0.2,0,NORMAL,False
2026-07-30 14:44:11,10.09,0.2435,0.1331,0.0,-168.53,0.2,0,NORMAL,False
2026-07-30 14:44:11,10.14,0.2563,0.1013,0.0,-154.24,0.2,0,NORMAL,False
2026-07-30 14:44:11,10.19,0.2695,0.088,0.0,-154.7,0.2,0,NORMAL,False
2026-07-30 14:44:11,10.31,0.2004,0.1044,0.0,-154.92,0.2,0,NORMAL,False
2026-07-30 14:44:11,10.34,0.1826,0.0557,0.0,-160.54,0.2,0,NORMAL,False
2026-07-30 14:44:11,10.39,0.185,0.0891,0.0,-166.96,0.2,0,NORMAL,False
2026-07-30 14:44:12,10.62,0,0,0,0,0,0,No Face,False
2026-07-30 14:44:12,10.67,0.2086,0.0536,0.0,-179.91,0.2,0,NORMAL,False
2026-07-30 14:44:12,10.72,0.2131,0.0054,0.0,-176.88,0.2,0,NORMAL,False
2026-07-30 14:44:12,10.85,0.2286,0.006,0.0,168.35,0.0,0,NORMAL,False
2026-07-30 14:44:12,10.89,0.2317,0.0073,0.0,166.81,0.0,0,NORMAL,False
2026-07-30 14:44:12,10.94,0.2385,0.0056,0.0,172.44,0.0,0,NORMAL,False
2026-07-30 14:44:12,11.06,0.2501,0.0037,0.0,177.79,0.0,0,NORMAL,False
2026-07-30 14:44:12,11.11,0.2571,0.0084,0.0,173.47,0.0,0,NORMAL,False
2026-07-30 14:44:12,11.16,0.2142,0.0069,0.0,176.26,0.0,0,NORMAL,False
2026-07-30 14:44:12,11.28,0.1983,0.0085,0.0,172.65,0.0,0,NORMAL,False
