timestamp,elapsed_sec,ear,mar,perclos,pitch,fusion_score,severity,blink_count,phone_detected
2026-07-30 21:27:28,8.1,0.3007,0.0435,0.0,-163.74,0.01,NORMAL,0,False
2026-07-30 21:27:28,8.13,0.333,0.018,0.0,-166.09,0.02,NORMAL,0,False
2026-07-30 21:27:28,8.37,0.3372,0.0188,0.0,-166.86,0.03,NORMAL,0,False
2026-07-30 21:27:28,8.43,0.3444,0.0042,0.0,-167.55,0.04,NORMAL,0,False
2026-07-30 21:27:28,8.46,0.3436,0.0037,0.0,-167.39,0.05,NORMAL,0,False
2026-07-30 21:27:28,8.67,0.3315,0.0028,0.0,-167.2,0.06,NORMAL,0,False
2026-07-30 21:27:28,8.72,0.3263,0.0033,0.0,-170.07,0.07,NORMAL,0,False
2026-07-30 21:27:28,8.76,0.3268,0.0037,0.0,-168.75,0.08,NORMAL,0,False
2026-07-30 21:27:28,8.96,0.3228,0.001,0.0,-170.56,0.09,NORMAL,0,False
2026-07-30 21:27:29,9.01,0.3268,0.0061,0.0,-171.14,0.1,NORMAL,0,False
2026-07-30 21:27:29,9.2,0.3285,0.0053,0.0,-169.06,0.11,NORMAL,0,False
2026-07-30 21:27:29,9.26,0.3422,0.002,0.0,-171.86,0.12,NORMAL,0,False
2026-07-30 21:27:29,9.32,0.2565,0.0041,0.0,-174.54,0.13,NORMAL,0,False
2026-07-30 21:27:29,9.56,0.0446,0.004,7.14,-173.85,0.188,NORMAL,0,False
2026-07-30 21:27:29,9.59,0.2504,0.0006,6.67,-171.34,0.17,NORMAL,0,False
2026-07-30 21:27:29,9.67,0.2499,0.0029,6.25,-172.38,0.179,NORMAL,0,False
2026-07-30 21:27:29,9.86,0.0445,0.0044,11.76,-171.02,0.232,NORMAL,0,False
2026-07-30 21:27:29,9.89,0.3015,0.0021,11.11,-171.83,0.213,NORMAL,0,False
2026-07-30 21:27:29,9.94,0.2979,0.0065,10.53,-172.66,0.222,NORMAL,0,False
2026-07-30 21:27:29,9.96,0.2929,0.0034,10.0,-171.32,0.23,NORMAL,0,False
2026-07-30 21:27:30,10.16,0.0643,0.0058,14.29,-175.21,0.27,NORMAL,0,False
2026-07-30 21:27:30,10.22,0.2784,0.0055,13.64,-169.98,0.241,NORMAL,0,False
2026-07-30 21:27:30,10.45,0.0899,0.0015,17.39,-172.76,0.279,NORMAL,0,False
2026-07-30 21:27:30,10.48,0.2234,0.0049,16.67,-172.28,0.25,NORMAL,0,False
2026-07-30 21:27:30,10.53,0.2386,0.0042,16.0,-170.11,0.248,NORMAL,0,False
2026-07-30 21:27:30,10.76,0.2114,0.0081,15.38,-170.38,0.246,NORMAL,0,False
2026-07-30 21:27:30,10.79,0.2156,0.008,14.81,-175.04,0.244,NORMAL,0,False
2026-07-30 21:27:30,10.84,0.222,0.0126,14.29,-172.81,0.243,NORMAL,0,False
2026-07-30 21:27:30,10.87,0.2897,0.005,13.79,-174.59,0.241,NORMAL,0,False
